"Notes"	"County"	"County Code"	Births
	"Clarke County, GA"	"13059"	1299
	"Clayton County, GA"	"13063"	3814
	"Cobb County, GA"	"13067"	8869
	"Columbia County, GA"	"13073"	1658
	"Coweta County, GA"	"13077"	1668
	"DeKalb County, GA"	"13089"	10327
	"Douglas County, GA"	"13097"	1634
	"Fayette County, GA"	"13113"	888
	"Forsyth County, GA"	"13117"	2206
	"Fulton County, GA"	"13121"	12590
	"Gwinnett County, GA"	"13135"	11034
	"Hall County, GA"	"13139"	2573
	"Henry County, GA"	"13151"	2758
	"Houston County, GA"	"13153"	1985
	"Lowndes County, GA"	"13185"	1683
	"Muscogee County, GA"	"13215"	2816
	"Paulding County, GA"	"13223"	1740
	"Richmond County, GA"	"13245"	2977
	"Whitfield County, GA"	"13313"	1253
	"Unidentified Counties, GA"	"13999"	41265
	"Hawaii County, HI"	"15001"	2056
	"Honolulu County, HI"	"15003"	12129
	"Maui County, HI"	"15009"	1832
	"Unidentified Counties, HI"	"15999"	780
	"Ada County, ID"	"16001"	4929
	"Bonneville County, ID"	"16019"	1834
	"Canyon County, ID"	"16027"	3046
	"Kootenai County, ID"	"16055"	1861
	"Unidentified Counties, ID"	"16999"	10393
	"Champaign County, IL"	"17019"	2230
	"Cook County, IL"	"17031"	59031
	"DeKalb County, IL"	"17037"	1143
	"DuPage County, IL"	"17043"	9988
	"Kane County, IL"	"17089"	5976
	"Kankakee County, IL"	"17091"	1256
	"Kendall County, IL"	"17093"	1548
	"Lake County, IL"	"17097"	6986
	"LaSalle County, IL"	"17099"	1130
	"McHenry County, IL"	"17111"	3063
	"McLean County, IL"	"17113"	1769
	"Macon County, IL"	"17115"	1253
	"Madison County, IL"	"17119"	2747
	"Peoria County, IL"	"17143"	2354
	"Rock Island County, IL"	"17161"	1626
	"St. Clair County, IL"	"17163"	3008
	"Sangamon County, IL"	"17167"	2099
	"Tazewell County, IL"	"17179"	1350
	"Will County, IL"	"17197"	7216
	"Winnebago County, IL"	"17201"	3448
	"Unidentified Counties, IL"	"17999"	20907
	"Allen County, IN"	"18003"	5302
	"Clark County, IN"	"18019"	1411
	"Delaware County, IN"	"18035"	1052
	"Elkhart County, IN"	"18039"	3032
	"Hamilton County, IN"	"18057"	3683
	"Hendricks County, IN"	"18063"	1656
	"Johnson County, IN"	"18081"	1852
	"Lake County, IN"	"18089"	5682
	"La Porte County, IN"	"18091"	1175
	"Madison County, IN"	"18095"	1415
	"Marion County, IN"	"18097"	14048
	"Monroe County, IN"	"18105"	1084
	"Porter County, IN"	"18127"	1643
	"St. Joseph County, IN"	"18141"	3436
	"Tippecanoe County, IN"	"18157"	2067
	"Vanderburgh County, IN"	"18163"	2175
	"Vigo County, IN"	"18167"	1188
	"Unidentified Counties, IN"	"18999"	28958
	"Black Hawk County, IA"	"19013"	1645
	"Johnson County, IA"	"19103"	1738
	"Linn County, IA"	"19113"	2738
	"Polk County, IA"	"19153"	6551
	"Scott County, IA"	"19163"	2086
	"Woodbury County, IA"	"19193"	1483
	"Unidentified Counties, IA"	"19999"	21408
	"Douglas County, KS"	"20045"	1090
	"Johnson County, KS"	"20091"	6948
	"Sedgwick County, KS"	"20173"	6737
	"Shawnee County, KS"	"20177"	2112
	"Wyandotte County, KS"	"20209"	2610
	"Unidentified Counties, KS"	"20999"	15898
	"Boone County, KY"	"21015"	1664
	"Fayette County, KY"	"21067"	3829
	"Hardin County, KY"	"21093"	1342
	"Jefferson County, KY"	"21111"	9560
	"Kenton County, KY"	"21117"	2205
	"Warren County, KY"	"21227"	1738
	"Unidentified Counties, KY"	"21999"	32731
	"Ascension Parish, LA"	"22005"	1656
	"Bossier Parish, LA"	"22015"	1654
	"Caddo Parish, LA"	"22017"	3151
	"Calcasieu Parish, LA"	"22019"	2970
	"East Baton Rouge Parish, LA"	"22033"	5730
	"Jefferson Parish, LA"	"22051"	5755
	"Lafayette Parish, LA"	"22055"	3203
	"Livingston Parish, LA"	"22063"	1765
	"Orleans Parish, LA"	"22071"	4664
	"Ouachita Parish, LA"	"22073"	2052
	"Rapides Parish, LA"	"22079"	1638
	"St. Tammany Parish, LA"	"22103"	2859
	"Tangipahoa Parish, LA"	"22105"	1882
	"Terrebonne Parish, LA"	"22109"	1373
	"Unidentified Counties, LA"	"22999"	18589
	"Androscoggin County, ME"	"23001"	1162
	"Cumberland County, ME"	"23005"	2680
	"Kennebec County, ME"	"23011"	1109
	"Penobscot County, ME"	"23019"	1247
	"York County, ME"	"23031"	1794
	"Unidentified Counties, ME"	"23999"	3787
	"Anne Arundel County, MD"	"24003"	6821
	"Baltimore County, MD"	"24005"	9625
	"Carroll County, MD"	"24013"	1653
	"Cecil County, MD"	"24015"	1166
	"Charles County, MD"	"24017"	1873
	"Frederick County, MD"	"24021"	2934
	"Harford County, MD"	"24025"	2689
	"Howard County, MD"	"24027"	3351
	"Montgomery County, MD"	"24031"	12064
	"Prince George's County, MD"	"24033"	11803
	"St. Mary's County, MD"	"24037"	1369
	"Washington County, MD"	"24043"	1657
	"Baltimore city, MD"	"24510"	7707
	"Unidentified Counties, MD"	"24999"	5466
	"Barnstable County, MA"	"25001"	1474
	"Berkshire County, MA"	"25003"	887
	"Bristol County, MA"	"25005"	5548
	"Essex County, MA"	"25009"	8492
	"Hampden County, MA"	"25013"	4777
	"Hampshire County, MA"	"25015"	982
	"Middlesex County, MA"	"25017"	16324
	"Norfolk County, MA"	"25021"	7258
	"Plymouth County, MA"	"25023"	5232
	"Suffolk County, MA"	"25025"	8792
	"Worcester County, MA"	"25027"	8491
	"Unidentified Counties, MA"	"25999"	860
	"Allegan County, MI"	"26005"	1305
	"Bay County, MI"	"26017"	925
	"Berrien County, MI"	"26021"	1611
	"Calhoun County, MI"	"26025"	1471
	"Eaton County, MI"	"26045"	1094
	"Genesee County, MI"	"26049"	4582
	"Ingham County, MI"	"26065"	3056
	"Jackson County, MI"	"26075"	1661
	"Kalamazoo County, MI"	"26077"	2991
	"Kent County, MI"	"26081"	8174
	"Livingston County, MI"	"26093"	1769
	"Macomb County, MI"	"26099"	9118
	"Monroe County, MI"	"26115"	1514
	"Muskegon County, MI"	"26121"	1955
	"Oakland County, MI"	"26125"	12899
	"Ottawa County, MI"	"26139"	3226
	"Saginaw County, MI"	"26145"	2117
	"St. Clair County, MI"	"26147"	1529
	"Washtenaw County, MI"	"26161"	3558
	"Wayne County, MI"	"26163"	22559
	"Unidentified Counties, MI"	"26999"	20772
	"Anoka County, MN"	"27003"	4186
	"Dakota County, MN"	"27037"	5177
	"Hennepin County, MN"	"27053"	15431
	"Olmsted County, MN"	"27109"	2029
	"Ramsey County, MN"	"27123"	7158
	"St. Louis County, MN"	"27137"	1901
	"Scott County, MN"	"27139"	1691
	"Stearns County, MN"	"27145"	1989
	"Washington County, MN"	"27163"	2702
	"Wright County, MN"	"27171"	1687
	"Unidentified Counties, MN"	"27999"	22076
	"DeSoto County, MS"	"28033"	2123
	"Harrison County, MS"	"28047"	2649
	"Hinds County, MS"	"28049"	3028
	"Jackson County, MS"	"28059"	1574
	"Rankin County, MS"	"28121"	1736
	"Unidentified Counties, MS"	"28999"	25526
	"Boone County, MO"	"29019"	2075
	"Clay County, MO"	"29047"	3087
	"Franklin County, MO"	"29071"	1222
	"Greene County, MO"	"29077"	3421
	"Jackson County, MO"	"29095"	8838
	"Jasper County, MO"	"29097"	1542
	"Jefferson County, MO"	"29099"	2506
	"St. Charles County, MO"	"29183"	4305
	"St. Louis County, MO"	"29189"	11392
	"St. Louis city, MO"	"29510"	3951
	"Unidentified Counties, MO"	"29999"	29788
	"Missoula County, MT"	"30063"	1074
	"Yellowstone County, MT"	"30111"	1866
	"Unidentified Counties, MT"	"30999"	8139
	"Douglas County, NE"	"31055"	8043
	"Lancaster County, NE"	"31109"	3670
	"Sarpy County, NE"	"31153"	2446
	"Unidentified Counties, NE"	"31999"	10596
	"Clark County, NV"	"32003"	26266
	"Washoe County, NV"	"32031"	5216
	"Unidentified Counties, NV"	"32999"	3590
	"Hillsborough County, NH"	"33011"	4135
	"Merrimack County, NH"	"33013"	1213
	"Rockingham County, NH"	"33015"	2652
	"Strafford County, NH"	"33017"	1144
	"Unidentified Counties, NH"	"33999"	2695
	"Atlantic County, NJ"	"34001"	2839
	"Bergen County, NJ"	"34003"	9006
	"Burlington County, NJ"	"34005"	4419
	"Camden County, NJ"	"34007"	6123
	"Cumberland County, NJ"	"34011"	1832
	"Essex County, NJ"	"34013"	9917
	"Gloucester County, NJ"	"34015"	2923
	"Hudson County, NJ"	"34017"	9975
	"Hunterdon County, NJ"	"34019"	997
	"Mercer County, NJ"	"34021"	4103
	"Middlesex County, NJ"	"34023"	8516
	"Monmouth County, NJ"	"34025"	5664
	"Morris County, NJ"	"34027"	4486
	"Ocean County, NJ"	"34029"	9028
	"Passaic County, NJ"	"34031"	6394
	"Somerset County, NJ"	"34035"	3057
	"Sussex County, NJ"	"34037"	1209
	"Union County, NJ"	"34039"	6653
	"Warren County, NJ"	"34041"	968
	"Unidentified Counties, NJ"	"34999"	1476
	"Bernalillo County, NM"	"35001"	7005
	"Dona Ana County, NM"	"35013"	2631
	"Sandoval County, NM"	"35043"	1380
	"San Juan County, NM"	"35045"	1430
	"Santa Fe County, NM"	"35049"	1176
	"Unidentified Counties, NM"	"35999"	9338
	"Albany County, NY"	"36001"	2892
	"Bronx County, NY"	"36005"	19327
	"Broome County, NY"	"36007"	1964
	"Chautauqua County, NY"	"36013"	1335
	"Dutchess County, NY"	"36027"	2701
	"Erie County, NY"	"36029"	9698
	"Jefferson County, NY"	"36045"	1807
	"Kings County, NY"	"36047"	37153
	"Monroe County, NY"	"36055"	7913
	"Nassau County, NY"	"36059"	13810
	"New York County, NY"	"36061"	16577
	"Niagara County, NY"	"36063"	2066
	"Oneida County, NY"	"36065"	2489
	"Onondaga County, NY"	"36067"	5051
	"Ontario County, NY"	"36069"	964
	"Orange County, NY"	"36071"	5199
	"Oswego County, NY"	"36075"	1233
	"Queens County, NY"	"36081"	27063
	"Rensselaer County, NY"	"36083"	1608
	"Richmond County, NY"	"36085"	5283
	"Rockland County, NY"	"36087"	5714
	"St. Lawrence County, NY"	"36089"	984
	"Saratoga County, NY"	"36091"	2062
	"Schenectady County, NY"	"36093"	1798
	"Suffolk County, NY"	"36103"	15036
	"Tompkins County, NY"	"36109"	704
	"Ulster County, NY"	"36111"	1526
	"Westchester County, NY"	"36119"	9880
	"Unidentified Counties, NY"	"36999"	17702
	"Alamance County, NC"	"37001"	1863
	"Brunswick County, NC"	"37019"	1026
	"Buncombe County, NC"	"37021"	2463
	"Cabarrus County, NC"	"37025"	2538
	"Catawba County, NC"	"37035"	1687
	"Craven County, NC"	"37049"	1319
	"Cumberland County, NC"	"37051"	5462
	"Davidson County, NC"	"37057"	1775
	"Durham County, NC"	"37063"	4158
	"Forsyth County, NC"	"37067"	4410
	"Gaston County, NC"	"37071"	2598
	"Guilford County, NC"	"37081"	6045
	"Harnett County, NC"	"37085"	1860
	"Henderson County, NC"	"37089"	1022
	"Iredell County, NC"	"37097"	1883
	"Johnston County, NC"	"37101"	2522
	"Mecklenburg County, NC"	"37119"	14401
	"New Hanover County, NC"	"37129"	2172
	"Onslow County, NC"	"37133"	3820
	"Orange County, NC"	"37135"	1163
	"Pitt County, NC"	"37147"	2079
	"Randolph County, NC"	"37151"	1546
	"Robeson County, NC"	"37155"	1731
	"Rowan County, NC"	"37159"	1548
	"Union County, NC"	"37179"	2278
	"Wake County, NC"	"37183"	12688
	"Wayne County, NC"	"37191"	1619
	"Unidentified Counties, NC"	"37999"	31049
	"Cass County, ND"	"38017"	2444
	"Unidentified Counties, ND"	"38999"	8010
	"Allen County, OH"	"39003"	1268
	"Ashtabula County, OH"	"39007"	1085
	"Butler County, OH"	"39017"	4446
	"Clark County, OH"	"39023"	1572
	"Clermont County, OH"	"39025"	2234
	"Columbiana County, OH"	"39029"	1020
	"Cuyahoga County, OH"	"39035"	13935
	"Delaware County, OH"	"39041"	2120
	"Fairfield County, OH"	"39045"	1733
	"Franklin County, OH"	"39049"	18400
	"Greene County, OH"	"39057"	1739
	"Hamilton County, OH"	"39061"	10676
	"Lake County, OH"	"39085"	2181
	"Licking County, OH"	"39089"	1989
	"Lorain County, OH"	"39093"	3256
	"Lucas County, OH"	"39095"	5229
	"Mahoning County, OH"	"39099"	2434
	"Medina County, OH"	"39103"	1688
	"Miami County, OH"	"39109"	1238
	"Montgomery County, OH"	"39113"	6395
	"Portage County, OH"	"39133"	1355
	"Richland County, OH"	"39139"	1423
	"Stark County, OH"	"39151"	4108
	"Summit County, OH"	"39153"	5838
	"Trumbull County, OH"	"39155"	2150
	"Warren County, OH"	"39165"	2401
	"Wayne County, OH"	"39169"	1442
	"Wood County, OH"	"39173"	1281
	"Unidentified Counties, OH"	"39999"	29825
	"Canadian County, OK"	"40017"	1754
	"Cleveland County, OK"	"40027"	2811
	"Comanche County, OK"	"40031"	1725
	"Oklahoma County, OK"	"40109"	11320
	"Tulsa County, OK"	"40143"	8866
	"Unidentified Counties, OK"	"40999"	22667
	"Clackamas County, OR"	"41005"	3798
	"Deschutes County, OR"	"41017"	1828
	"Douglas County, OR"	"41019"	1038
	"Jackson County, OR"	"41029"	2138
	"Lane County, OR"	"41039"	3268
	"Linn County, OR"	"41043"	1453
	"Marion County, OR"	"41047"	4114
	"Multnomah County, OR"	"41051"	8083
	"Washington County, OR"	"41067"	6345
	"Unidentified Counties, OR"	"41999"	9793
	"Adams County, PA"	"42001"	892
	"Allegheny County, PA"	"42003"	12819
	"Beaver County, PA"	"42007"	1542
	"Berks County, PA"	"42011"	4707
	"Blair County, PA"	"42013"	1197
	"Bucks County, PA"	"42017"	5608
	"Butler County, PA"	"42019"	1645
	"Cambria County, PA"	"42021"	1238
	"Centre County, PA"	"42027"	1082
	"Chester County, PA"	"42029"	5329
	"Cumberland County, PA"	"42041"	2597
	"Dauphin County, PA"	"42043"	3273
	"Delaware County, PA"	"42045"	6328
	"Erie County, PA"	"42049"	2782
	"Fayette County, PA"	"42051"	1233
	"Franklin County, PA"	"42055"	1745
	"Lackawanna County, PA"	"42069"	2058
	"Lancaster County, PA"	"42071"	6899
	"Lebanon County, PA"	"42075"	1595
	"Lehigh County, PA"	"42077"	4282
	"Luzerne County, PA"	"42079"	3255
	"Lycoming County, PA"	"42081"	1187
	"Mercer County, PA"	"42085"	1025
	"Monroe County, PA"	"42089"	1475
	"Montgomery County, PA"	"42091"	8440
	"Northampton County, PA"	"42095"	2782
	"Philadelphia County, PA"	"42101"	20511
	"Schuylkill County, PA"	"42107"	1325
	"Washington County, PA"	"42125"	2026
	"Westmoreland County, PA"	"42129"	2962
	"York County, PA"	"42133"	4760
	"Unidentified Counties, PA"	"42999"	15631
	"Kent County, RI"	"44003"	1450
	"Providence County, RI"	"44007"	6956
	"Washington County, RI"	"44009"	821
	"Unidentified Counties, RI"	"44999"	948
	"Aiken County, SC"	"45003"	1803
	"Anderson County, SC"	"45007"	2172
	"Beaufort County, SC"	"45013"	1871
	"Berkeley County, SC"	"45015"	2869
	"Charleston County, SC"	"45019"	4966
	"Dorchester County, SC"	"45035"	1859
	"Florence County, SC"	"45041"	1624
	"Greenville County, SC"	"45045"	6261
	"Horry County, SC"	"45051"	3154
	"Lexington County, SC"	"45063"	3195
	"Pickens County, SC"	"45077"	1286
	"Richland County, SC"	"45079"	4841
	"Spartanburg County, SC"	"45083"	3999
	"Sumter County, SC"	"45085"	1413
	"York County, SC"	"45091"	2982
	"Unidentified Counties, SC"	"45999"	12743
	"Minnehaha County, SD"	"46099"	2789
	"Pennington County, SD"	"46103"	1451
	"Unidentified Counties, SD"	"46999"	7209
	"Blount County, TN"	"47009"	1240
	"Davidson County, TN"	"47037"	10004
	"Hamilton County, TN"	"47065"	4289
	"Knox County, TN"	"47093"	5125
	"Montgomery County, TN"	"47125"	3492
	"Rutherford County, TN"	"47149"	4230
	"Shelby County, TN"	"47157"	12806
	"Sullivan County, TN"	"47163"	1475
	"Sumner County, TN"	"47165"	2119
	"Washington County, TN"	"47179"	1221
	"Williamson County, TN"	"47187"	2228
	"Wilson County, TN"	"47189"	1634
	"Unidentified Counties, TN"	"47999"	30587
	"Bell County, TX"	"48027"	6160
	"Bexar County, TX"	"48029"	26101
	"Brazoria County, TX"	"48039"	4759
	"Brazos County, TX"	"48041"	2648
	"Cameron County, TX"	"48061"	6131
	"Collin County, TX"	"48085"	11524
	"Comal County, TX"	"48091"	1666
	"Dallas County, TX"	"48113"	37544
	"Denton County, TX"	"48121"	10235
	"Ector County, TX"	"48135"	3221
	"Ellis County, TX"	"48139"	2272
	"El Paso County, TX"	"48141"	11637
	"Fort Bend County, TX"	"48157"	9052
	"Galveston County, TX"	"48167"	3957
	"Grayson County, TX"	"48181"	1583
	"Gregg County, TX"	"48183"	1721
	"Guadalupe County, TX"	"48187"	1855
	"Harris County, TX"	"48201"	66354
	"Hays County, TX"	"48209"	2562
	"Hidalgo County, TX"	"48215"	13797
	"Jefferson County, TX"	"48245"	3323
	"Johnson County, TX"	"48251"	2176
	"Kaufman County, TX"	"48257"	1824
	"Lubbock County, TX"	"48303"	4104
	"McLennan County, TX"	"48309"	3301
	"Midland County, TX"	"48329"	2983
	"Montgomery County, TX"	"48339"	7395
	"Nueces County, TX"	"48355"	4461
	"Parker County, TX"	"48367"	1613
	"Potter County, TX"	"48375"	1648
	"Randall County, TX"	"48381"	1586
	"Smith County, TX"	"48423"	2912
	"Tarrant County, TX"	"48439"	27161
	"Taylor County, TX"	"48441"	1958
	"Tom Green County, TX"	"48451"	1563
	"Travis County, TX"	"48453"	15418
	"Webb County, TX"	"48479"	4622
	"Wichita County, TX"	"48485"	1631
	"Williamson County, TX"	"48491"	6695
	"Unidentified Counties, TX"	"48999"	56446
	"Cache County, UT"	"49005"	2037
	"Davis County, UT"	"49011"	5098
	"Salt Lake County, UT"	"49035"	16031
	"Utah County, UT"	"49049"	11645
	"Washington County, UT"	"49053"	2116
	"Weber County, UT"	"49057"	3575
	"Unidentified Counties, UT"	"49999"	6324
	"Chittenden County, VT"	"50007"	1398
	"Unidentified Counties, VT"	"50999"	3963
	"Arlington County, VA"	"51013"	2650
	"Chesterfield County, VA"	"51041"	3904
	"Fairfax County, VA"	"51059"	13376
	"Henrico County, VA"	"51087"	3695
	"Loudoun County, VA"	"51107"	4909
	"Prince William County, VA"	"51153"	6386
	"Spotsylvania County, VA"	"51177"	1568
	"Stafford County, VA"	"51179"	1763
	"Alexandria city, VA"	"51510"	2486
	"Chesapeake city, VA"	"51550"	2945
	"Hampton city, VA"	"51650"	1606
	"Newport News city, VA"	"51700"	2752
	"Norfolk city, VA"	"51710"	3338
	"Richmond city, VA"	"51760"	3092
	"Virginia Beach city, VA"	"51810"	5458
	"Unidentified Counties, VA"	"51999"	37501
	"Benton County, WA"	"53005"	2551
	"Clark County, WA"	"53011"	5591
	"Cowlitz County, WA"	"53015"	1238
	"King County, WA"	"53033"	24113
	"Kitsap County, WA"	"53035"	2953
	"Pierce County, WA"	"53053"	11054
	"Skagit County, WA"	"53057"	1393
	"Snohomish County, WA"	"53061"	9667
	"Spokane County, WA"	"53063"	5827
	"Thurston County, WA"	"53067"	3060
	"Whatcom County, WA"	"53073"	1991
	"Yakima County, WA"	"53077"	3488
	"Unidentified Counties, WA"	"53999"	11969
	"Berkeley County, WV"	"54003"	1450
	"Kanawha County, WV"	"54039"	1757
	"Unidentified Counties, WV"	"54999"	14929
	"Brown County, WI"	"55009"	3104
	"Dane County, WI"	"55025"	5766
	"Fond du Lac County, WI"	"55039"	1023
	"Kenosha County, WI"	"55059"	1838
	"La Crosse County, WI"	"55063"	1124
	"Marathon County, WI"	"55073"	1514
	"Milwaukee County, WI"	"55079"	13064
	"Outagamie County, WI"	"55087"	2228
	"Racine County, WI"	"55101"	2331
	"Rock County, WI"	"55105"	1832
	"Sheboygan County, WI"	"55117"	1199
	"Walworth County, WI"	"55127"	945
	"Washington County, WI"	"55131"	1284
	"Waukesha County, WI"	"55133"	3724
	"Winnebago County, WI"	"55139"	1741
	"Unidentified Counties, WI"	"55999"	20553
	"Unidentified Counties, WY"	"56999"	6565
"Total"			3747540
"---"
"Dataset: Natality, 2007-2020"
"Query Parameters:"
"Year: 2019"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality.html for more information."
"---"
"Query Date: Sep 28, 2022 3:06:42 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2020, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-current.html on Sep 28, 2022 3:06:42 PM"
"---"
Messages:
"1. Rows with zero Births are hidden. Use Quick Options above to show zero rows."
"---"
Caveats:
"1. 'Missing County' appears when county data is not available for a certain year. This occurs because the county did not meet"
"minimum population standards and thus the data for the county was recoded to the ""Unidentified Counties"" category for the"
"state of the county. More information: http://wonder.cdc.gov/wonder/help/Natality.html#Locations."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties""."
"4. <p> As a result of population changes the following counties do not have data available for all years.<br/> Before 2014 the"
"data for the following counties was recoded to the ""Unidentified Counties"" category within the state of the county because"
"they did not meet minimum population standards. Houston County, AL (01069); Navajo County, AZ (04017); Faulkner County, AR"
"(05045); Saline County, AR (05125); Bartow County, GA (13015); Carroll County, GA (13045); Columbia County, GA (13073); Coweta"
"County, GA (13077); Douglas County, GA (13097); Fayette County, GA (13113); Forsyth County, GA (13117); Lowndes County, GA"
"(13185); Paulding County, GA (13223); Whitfield County, GA (13313); Bonneville County, ID (16019); DeKalb County, IL (17037);"
"Kendall County, IL (17093); Clark County, IN (18019); Douglas County, KS (20045); Boone County, KY (21015); Hardin County, KY"
"(21093); Warren County, KY (21227); Ascension Parish, LA (22005); Bossier Parish, LA (22015); Livingston Parish, LA (22063);"
"Cecil County, MD (24015); St. Mary's County, MD (24037); Scott County, MN (27139); Wright County, MN (27171); Franklin County,"
